Make,Model,Build Year,Engine Size,Transmission,Mileage [km],Fuel,Fuel efficiency,Price [EUR]
Audi,Q3,2016,2,Manual,33712,Diesel,55.4,18495
Audi,A6,2019,3,Semi-Auto,7372,Diesel,39.2,33490
Audi,Q5,2014,2,Manual,59485,Diesel,47.9,19995
Audi,Q3,2015,1.4,Manual,61535,Petrol,49.6,17995
Audi,Q7,2015,3,Semi-Auto,42489,Diesel,47.9,31995
Audi,Q2,2019,1.6,Manual,10433,Diesel,49.6,23995
Audi,A3,2019,1.6,Manual,5350,Diesel,49.6,20995
Audi,Q3,2017,2,Semi-Auto,14607,Petrol,40.4,24995
Audi,A1,2017,1,Manual,36085,Petrol,67.3,12995
Audi,A4,2015,2,Semi-Auto,67184,Diesel,53.3,14995
Audi,A3,2015,1.4,Semi-Auto,57047,Petrol,58.9,12490
Audi,A3,2017,1,Manual,23503,Petrol,60.1,14298
Audi,A1,2016,1.4,Manual,40148,Petrol,55.4,11498
Audi,A5,2014,2,Manual,79871,Diesel,64.2,11998
Audi,Q3,2017,1.4,Manual,34716,Petrol,49.6,19998
Audi,Q5,2017,2,Semi-Auto,33580,Diesel,55.4,27995
Audi,A4,2017,2,Semi-Auto,48753,Diesel,62.8,19995
Audi,Q3,2016,2,Manual,35966,Diesel,49.6,19995
Audi,Q3,2016,2,Semi-Auto,37337,Diesel,55.4,19995
Audi,A1,2017,1.4,Manual,24716,Petrol,55.4,13995
Audi,A6,2019,2,Semi-Auto,13834,Diesel,47.9,29995
Audi,A3,2019,1.6,Semi-Auto,9654,Diesel,52.3,19990
Audi,A3,2019,1.6,Semi-Auto,8365,Diesel,52.3,19990
Audi,A1,2018,1.4,Manual,24283,Petrol,57.7,14995
Audi,A3,2017,2,Semi-Auto,4922,Petrol,43.5,36990
Audi,TT,2016,2,Semi-Auto,45816,Petrol,40.9,24995
Audi,A3,2013,1.4,Manual,57609,Petrol,54.3,11490
Audi,A3,2017,1.4,Manual,38616,Petrol,60.1,18495
Audi,Q7,2019,3,Semi-Auto,5252,Diesel,33.6,46990
Audi,A3,2019,1.6,Semi-Auto,4615,Diesel,52.3,23995
Audi,A4,2019,2,Semi-Auto,10524,Diesel,47.9,27990
Audi,Q5,2019,2,Semi-Auto,7258,Diesel,38.2,36990
Audi,Q3,2017,1.4,Semi-Auto,43535,Petrol,47.9,18995
Audi,A4,2013,2,Manual,67876,Diesel,55.4,12990
Audi,Q5,2015,2,Semi-Auto,95124,Diesel,47.1,17995
Audi,A5,2016,2,Semi-Auto,66662,Diesel,52.3,16498
Audi,Q5,2019,2,Semi-Auto,48,Petrol,33.2,31998
Audi,Q5,2019,2,Semi-Auto,8150,Diesel,38.2,36995
Audi,Q5,2019,2,Semi-Auto,7463,Diesel,38.2,36995
Audi,RS6,2017,4,Semi-Auto,56196,Petrol,29.4,57995
Audi,Q2,2018,1.6,Semi-Auto,7469,Diesel,46.3,22890
Audi,A6,2015,2,Semi-Auto,47559,Diesel,67.3,16995
Audi,A6,2019,2,Semi-Auto,7882,Diesel,47.9,33298
Audi,A3,2017,1.4,Manual,27353,Petrol,60.1,15995
Audi,A4,2017,2,Semi-Auto,82387,Diesel,56.5,20995
Audi,A3,2013,1.4,Semi-Auto,62391,Petrol,56.5,14995
Audi,Q3,2017,1.4,Manual,35353,Petrol,49.6,19995
Audi,TT,2018,2.5,Semi-Auto,28396,Petrol,34.5,39995
Audi,Q2,2017,1.4,Semi-Auto,9129,Petrol,52.3,22995
Audi,A5,2017,2,Semi-Auto,35536,Diesel,62.8,24995
Audi,A8,2019,3,Semi-Auto,16235,Petrol,37.7,39995
Audi,Q3,2015,1.4,Semi-Auto,33507,Petrol,47.9,19995
Audi,A1,2015,1.4,Manual,32248,Petrol,57.6,12995
Audi,Q2,2019,1.6,Manual,5884,Diesel,49.6,22663
Audi,Q2,2019,1.6,Manual,7244,Diesel,47.9,24368
Audi,A4,2017,2,Semi-Auto,50223,Diesel,67.3,19495
Audi,Q2,2018,1.4,Manual,26410,Petrol,50.4,19990
Audi,Q2,2018,1.4,Manual,43762,Petrol,50.4,21495
Audi,A3,2018,2,Semi-Auto,27620,Petrol,43.5,28995
Audi,A3,2018,2,Semi-Auto,29417,Petrol,44.1,26990
Audi,Q5,2018,2,Semi-Auto,24257,Diesel,56.5,27995
Audi,Q5,2017,2,Semi-Auto,47192,Diesel,56.5,25995
Audi,Q2,2017,1.4,Manual,41062,Petrol,50.4,19995
Audi,A4,2020,2,Semi-Auto,12101,Diesel,49.6,38534
Audi,A7,2019,2,Semi-Auto,1501,Diesel,45.6,41995
Audi,A3,2019,1.6,Semi-Auto,9683,Diesel,52.3,19990
Audi,A3,2019,1.5,Manual,18230,Petrol,42.8,18495
Audi,Q5,2016,3,Semi-Auto,37776,Diesel,42.2,33995
Audi,Q2,2017,1.6,Manual,28756,Diesel,64.2,18995
Audi,A5,2019,2,Semi-Auto,6962,Petrol,39.8,30709
Audi,Q7,2019,3,Semi-Auto,7744,Diesel,33.2,48136
Audi,Q2,2019,1.6,Manual,5757,Diesel,47.9,24365
Audi,A6,2019,2,Semi-Auto,6751,Diesel,47.9,33295
Audi,A1,2015,1.4,Manual,51593,Petrol,55.4,13995
Audi,A8,2017,3,Semi-Auto,24251,Diesel,47.1,28995
Audi,Q3,2017,2,Manual,80910,Diesel,61.4,16490
Audi,Q3,2017,2,Semi-Auto,41298,Petrol,40.4,23995
Audi,Q7,2017,3,Semi-Auto,53362,Diesel,47.9,35995
Audi,Q2,2017,1.4,Manual,43569,Petrol,50.4,19995
Audi,Q2,2017,1.4,Manual,48067,Petrol,50.4,19995
Audi,Q5,2015,2,Semi-Auto,46624,Diesel,47.1,21995
Audi,Q3,2016,2,Semi-Auto,45898,Diesel,50.4,21995
Audi,Q3,2017,2,Manual,22635,Diesel,54.3,22995
Audi,A3,2018,2,Manual,10170,Petrol,50.4,18990
Audi,A8,2018,3,Semi-Auto,7144,Petrol,37.7,40990
Audi,A3,2019,1.6,Manual,3355,Diesel,51.4,23995
Audi,Q5,2019,2,Semi-Auto,4364,Diesel,38.2,37995
Audi,A6,2019,2,Semi-Auto,6385,Diesel,47.9,33410
Audi,Q2,2019,1,Manual,11136,Petrol,47.1,22997
Audi,A3,2015,1.2,Manual,80550,Petrol,57.6,14995
Audi,A1,2015,1.4,Manual,50684,Petrol,57.6,11995
Audi,A1,2015,1.4,Manual,35087,Petrol,57.6,12995
Audi,A5,2019,2,Semi-Auto,11609,Diesel,46.3,27990
Audi,A6,2019,2,Semi-Auto,8684,Diesel,50.4,29990
Audi,A3,2019,1.5,Manual,7985,Petrol,42.8,23377
Audi,A3,2017,2,Manual,22024,Petrol,40.4,25995
Audi,A3,2017,1.4,Semi-Auto,31754,Petrol,57.6,18995
Audi,Q3,2017,1.4,Semi-Auto,35680,Petrol,47.9,20995
Audi,A4,2018,1.4,Semi-Auto,22376,Petrol,49.6,23995
Audi,A1,2018,1,Manual,32351,Petrol,67.3,14495
Audi,Q5,2018,2,Semi-Auto,12697,Petrol,40.9,30995
Audi,A4,2019,2,Semi-Auto,7781,Diesel,48.7,26490
Audi,A5,2019,2,Manual,7380,Petrol,37.2,34259
Audi,A5,2019,2,Manual,9205,Petrol,37.2,35131
Audi,Q7,2019,3,Semi-Auto,6816,Diesel,33.2,50414
Audi,Q5,2015,2,Semi-Auto,29264,Diesel,47.1,21995
Audi,A5,2016,2,Manual,66769,Diesel,57.6,16995
Audi,A1,2016,1.4,Manual,22463,Petrol,58.9,14995
Audi,A6,2019,2,Semi-Auto,17461,Diesel,47.9,30990
Audi,A3,2019,1.5,Manual,16185,Petrol,43.5,18490
Audi,A3,2019,1.5,Manual,9630,Petrol,43.5,18490
Audi,A4,2019,2,Semi-Auto,9998,Petrol,38.7,26490
Audi,RS5,2019,2.9,Semi-Auto,8188,Petrol,30.1,59995
Audi,Q2,2019,1,Manual,4434,Petrol,42.2,24995
Audi,A6,2019,2,Semi-Auto,8016,Diesel,47.9,29490
Audi,A4,2016,2,Semi-Auto,66782,Diesel,67.3,17495
Audi,Q3,2017,1.4,Semi-Auto,42629,Petrol,47.9,20995
Audi,A1,2017,1.4,Manual,38061,Petrol,55.4,14495
Audi,RS5,2019,2.9,Semi-Auto,5442,Petrol,30.1,58995
Audi,A3,2018,1.5,Manual,28623,Petrol,54.3,19995
Audi,A6,2019,2,Semi-Auto,8082,Diesel,47.9,33640
Audi,A6,2019,3,Semi-Auto,10037,Diesel,37.7,53939
Audi,A5,2019,2,Semi-Auto,7273,Petrol,39.8,30719
Audi,A5,2019,2,Semi-Auto,8383,Petrol,39.8,30197
Audi,A5,2019,2,Semi-Auto,5239,Petrol,40.4,27022
Audi,A4,2019,2,Semi-Auto,8368,Diesel,44.1,37560
Audi,Q7,2019,3,Semi-Auto,45,Diesel,33.6,49990
Audi,A1,2017,1,Manual,41427,Petrol,67.3,12495
Audi,A1,2017,1.4,Manual,43443,Petrol,55.4,14995
Audi,Q5,2016,3,Semi-Auto,82963,Diesel,42.8,24490
Audi,A3,2016,1.6,Manual,64408,Diesel,83.1,13995
Audi,A6,2016,2,Semi-Auto,69346,Diesel,56.5,19495
Audi,Q2,2017,1,Manual,30317,Petrol,55.4,17995
Audi,A4,2016,3,Semi-Auto,51317,Diesel,64.2,19995
Audi,A5,2019,2,Semi-Auto,9191,Diesel,51.4,30728
Audi,A5,2015,2,Semi-Auto,62011,Diesel,58.9,18995
Audi,A1,2017,1.4,Manual,41113,Petrol,56.5,13995
Audi,A7,2015,3,Semi-Auto,116303,Diesel,54.3,18495
Audi,Q5,2016,3,Semi-Auto,36700,Diesel,42.2,34995
Audi,A3,2017,2,Manual,25910,Diesel,65.7,19995
Audi,A1,2016,1.4,Manual,38206,Petrol,57.6,13495
Audi,TT,2016,2,Manual,47615,Diesel,62.8,16995
Audi,A1,2014,1.4,Semi-Auto,24618,Petrol,53.3,13995
Audi,Q3,2018,1.4,Semi-Auto,14779,Petrol,48.7,25995
Audi,Q2,2019,1.5,Manual,2562,Petrol,39.2,25995
Audi,A1,2016,1.6,Manual,73441,Diesel,80.7,10995
Audi,Q8,2019,3,Semi-Auto,7221,Diesel,33.6,48995
Audi,Q5,2016,3,Semi-Auto,46912,Diesel,42.2,33995
Audi,A1,2015,1.4,Manual,25482,Petrol,58.9,12298
Audi,Q3,2016,2,Manual,24560,Diesel,61.4,15998
Audi,Q2,2018,1.6,Manual,13211,Diesel,49.6,18998
Audi,Q2,2017,1.4,Manual,17638,Petrol,50.4,21995
Audi,Q5,2016,3,Semi-Auto,67879,Diesel,42.8,28995
Audi,A1,2017,1.4,Manual,13078,Petrol,55.4,15995
Audi,A4,2016,2,Manual,89616,Diesel,70.6,13985
Audi,Q3,2015,2,Manual,57033,Diesel,54.3,13995
Audi,Q3,2016,2,Semi-Auto,48859,Diesel,50.4,18499
Audi,Q5,2017,2,Semi-Auto,51633,Petrol,40.4,27498
Audi,Q3,2015,1.4,Semi-Auto,31054,Petrol,47.9,15998
Audi,A4,2016,2,Manual,60302,Diesel,74.3,13998
Audi,A3,2019,2,Semi-Auto,10082,Petrol,38.2,24998
Audi,A1,2016,1.4,Manual,13800,Petrol,55.4,13995
Audi,A3,2018,1.6,Manual,21154,Diesel,67.3,18995
Audi,A6,2017,2,Semi-Auto,39157,Diesel,61.4,22995
Audi,Q2,2018,1,Manual,38315,Petrol,55.4,17495
Audi,Q2,2017,1.4,Semi-Auto,28371,Petrol,52.3,21995
Audi,A6,2015,2,Semi-Auto,88849,Diesel,64.2,16995
Audi,Q5,2017,2,Semi-Auto,77155,Diesel,56.5,22995
Audi,Q5,2014,3,Semi-Auto,81255,Diesel,44.1,19995
Audi,A1,2016,1.4,Manual,50116,Petrol,56.5,15495
Audi,Q2,2019,2,Semi-Auto,127,Diesel,46.3,25998
Audi,A5,2015,2,Semi-Auto,91512,Diesel,53.3,14500
Audi,A5,2015,2,Manual,59623,Diesel,53.3,18995
Audi,RS3,2018,2.5,Semi-Auto,8738,Petrol,34,39995
Audi,A1,2016,1.4,Manual,49929,Petrol,56.5,13995
Audi,A4,2015,3,Semi-Auto,56164,Diesel,49.6,17995
Audi,A4,2017,3,Semi-Auto,23847,Diesel,64.2,21995
Audi,A1,2016,1.4,Manual,24629,Petrol,55.4,15495
Audi,A4,2016,2,Semi-Auto,38014,Petrol,45.6,19995
Audi,A1,2016,1,Manual,19134,Petrol,67.3,12995
Audi,A1,2016,1.4,Manual,67843,Petrol,56.5,12995
Audi,A3,2019,2,Semi-Auto,4885,Petrol,34.5,31795
Audi,A4,2019,3,Semi-Auto,4349,Diesel,40.9,39995
Audi,Q7,2016,4,Automatic,66020,Diesel,39.2,48995
Audi,A3,2018,1.6,Manual,13749,Diesel,53.3,21495
Audi,A3,2016,1.4,Manual,48732,Petrol,60.1,13498
Audi,A3,2016,1.4,Manual,3046,Petrol,60.1,14998
Audi,A4,2017,1.4,Manual,11096,Petrol,52.3,16998
Audi,TT,2016,2,Manual,54841,Diesel,62.8,15498
Audi,A4,2017,2,Semi-Auto,135513,Diesel,68.9,13985
Audi,A3,2015,1.6,Manual,110101,Diesel,83.1,10385
Audi,Q5,2018,3,Semi-Auto,32635,Petrol,34,37500
Audi,A4,2016,2,Manual,90482,Diesel,74.3,11500
Audi,A8,2017,3,Semi-Auto,60325,Diesel,47.1,24500
Audi,Q5,2015,3,Semi-Auto,107737,Diesel,41.5,21500
Audi,Q5,2014,2,Manual,75015,Diesel,47.9,16000
Audi,A6,2013,2,Semi-Auto,64365,Diesel,56.5,11995
Audi,Q5,2018,3,Semi-Auto,32663,Petrol,34,38900
Audi,A5,2019,2,Semi-Auto,80,Petrol,40.4,24498
Audi,Q2,2016,1.4,Manual,37692,Petrol,50.4,19995
Audi,A3,2015,1.4,Semi-Auto,74762,Petrol,54.3,14995
Audi,Q5,2018,2,Semi-Auto,23491,Diesel,55.4,29995
Audi,A1,2019,1,Manual,5200,Petrol,50.4,23995
Audi,A1,2017,1.4,Manual,25882,Petrol,55.4,15995
Audi,A1,2017,1.4,Manual,25713,Petrol,57.6,13995
Audi,A7,2018,3,Semi-Auto,11022,Diesel,38.2,38995
Audi,A3,2017,1.6,Manual,26819,Diesel,70.6,18995
Audi,A7,2018,3,Semi-Auto,21049,Petrol,39.8,35995
Audi,A3,2019,1.5,Semi-Auto,16930,Petrol,43.5,18995
Audi,A3,2018,1,Manual,20587,Petrol,47.1,19995
Audi,Q5,2018,2,Automatic,13274,Diesel,38.2,34995
Audi,Q2,2019,1.6,Automatic,9427,Diesel,47.9,23995
Audi,A4,2019,2,Automatic,13250,Diesel,44.1,37995
Audi,Q3,2019,2,Manual,8618,Diesel,40.9,35995
Audi,A6,2019,2,Automatic,8954,Diesel,47.9,34995
Audi,A4,2017,1.4,Manual,21113,Petrol,52.3,16498
Audi,Q2,2019,1.5,Manual,4730,Petrol,39.2,26495
Audi,Q5,2016,2,Semi-Auto,42639,Diesel,47.1,21995
Audi,A8,2020,3,Semi-Auto,1770,Diesel,40.4,52995
Audi,Q5,2018,2,Semi-Auto,39272,Petrol,40.4,30995
Audi,RS4,2020,2.9,Semi-Auto,3540,Petrol,28.8,69995
Audi,A7,2020,3,Semi-Auto,805,Diesel,38.7,51995
Audi,A4,2016,2,Semi-Auto,76588,Diesel,56.5,21995
Audi,A3,2018,1.5,Automatic,27758,Petrol,56.5,22995
Audi,A5,2017,2,Semi-Auto,79303,Diesel,62.8,19945
Audi,A5,2017,2,Semi-Auto,76341,Diesel,62.8,22945
Audi,A5,2017,2,Semi-Auto,23474,Diesel,65.7,22990
Audi,A4,2016,2,Manual,66418,Diesel,74.3,13995
Audi,Q7,2018,4,Automatic,6264,Diesel,39.2,60995
Audi,A8,2017,3,Automatic,5371,Diesel,50.4,38995
Audi,Q5,2018,3,Automatic,6896,Petrol,34,42995
Audi,Q5,2018,2,Automatic,36867,Diesel,56.5,28995
Audi,Q5,2019,2,Semi-Auto,6637,Diesel,38.2,36995
Audi,Q3,2019,2,Semi-Auto,6436,Petrol,31.7,34995
Audi,Q5,2019,2,Semi-Auto,8243,Diesel,38.2,38495
Audi,A4,2019,3,Automatic,8045,Diesel,40.9,43495
Audi,A5,2019,2,Automatic,10459,Diesel,46.3,34995
Audi,Q5,2017,3,Semi-Auto,48000,Petrol,34,35995
Audi,Q2,2017,1.4,Manual,17900,Petrol,50.4,21495
Audi,Q5,2019,2,Automatic,18608,Diesel,38.2,36995
Audi,A3,2019,1.5,Automatic,16788,Petrol,42.2,22995
Audi,A3,2016,2,Manual,98683,Diesel,68.9,11990
Audi,A1,2016,1.4,Manual,36474,Petrol,57.6,11498
Audi,Q3,2016,2,Manual,23200,Diesel,52.3,19498
Audi,A1,2015,1.4,Manual,60270,Petrol,55.4,10698
Audi,A1,2014,1.4,Manual,37031,Petrol,60.1,11998
Audi,A6,2016,2,Semi-Auto,43095,Diesel,54.3,22500
Audi,Q5,2019,2,Automatic,11675,Diesel,38.2,35995
Audi,TT,2016,1.8,Manual,39028,Petrol,47.1,17995
Audi,A4,2018,2,Semi-Auto,17775,Diesel,56.5,28995
Audi,A4,2017,2,Semi-Auto,31285,Diesel,57.6,22995
Audi,Q3,2017,1.4,Manual,48468,Petrol,51.4,17995
Audi,A4,2019,2,Manual,11942,Petrol,39.2,25995
Audi,A4,2016,2,Automatic,65467,Petrol,42.8,24495
Audi,Q3,2019,2,Semi-Auto,8775,Petrol,30.7,38995
Audi,A3,2019,1.5,Manual,20571,Petrol,42.8,19995
Audi,A6,2019,3,Automatic,12045,Diesel,39.2,42995
Audi,A5,2019,2,Automatic,14893,Diesel,45.6,36995
Audi,A4,2019,2,Automatic,22027,Diesel,47.9,29995
Audi,Q3,2016,2,Semi-Auto,40426,Diesel,50.4,20495
Audi,Q5,2019,2,Automatic,10298,Diesel,38.2,34995
Audi,A3,2019,1,Manual,5253,Petrol,47.1,19495
Audi,Q3,2017,2,Semi-Auto,28447,Petrol,42.2,22995
Audi,A1,2016,1.4,Manual,61950,Petrol,57.6,11995
Audi,A1,2016,1.4,Manual,58368,Petrol,55.4,12995
Audi,Q7,2017,4,Automatic,37710,Diesel,39.2,49995
Audi,Q5,2017,2,Semi-Auto,32766,Diesel,56.5,25995
Audi,A1,2016,1.4,Manual,36373,Petrol,57.6,11995
Audi,A4,2020,2,Semi-Auto,161,Petrol,39.2,29995
Audi,RS4,2019,2.9,Semi-Auto,13681,Diesel,33.6,52995
Audi,Q2,2019,2,Semi-Auto,2085,Petrol,34.5,28995
Audi,A5,2016,2,Manual,42328,Diesel,60.1,16995
Audi,Q7,2016,3,Semi-Auto,55808,Diesel,47.9,33995
Audi,A5,2016,2,Manual,55877,Diesel,57.6,18995
Audi,A1,2017,1.4,Manual,39303,Petrol,55.4,14995
Audi,A1,2017,1.4,Manual,26972,Petrol,55.4,12995
Audi,Q2,2017,1,Manual,61921,Petrol,55.4,15995
Audi,Q7,2017,4,Semi-Auto,27091,Diesel,39.2,52995
Audi,Q2,2017,2,Automatic,53939,Diesel,58.9,19995
Audi,A4,2017,1.4,Manual,10301,Petrol,52.3,17298
Audi,A4,2016,2,Manual,35308,Petrol,49.6,15998
Audi,TT,2015,2,Manual,31187,Petrol,46.3,16498
Audi,A6,2019,2,Semi-Auto,30761,Diesel,47.9,25998
Audi,Q3,2019,2,Semi-Auto,7138,Petrol,32.1,38995
Audi,Q8,2019,4,Semi-Auto,9619,Diesel,30.7,83995
Audi,A1,2019,1,Manual,3596,Petrol,49.6,19995
Audi,Q3,2016,2,Semi-Auto,84466,Diesel,50.4,16995
Audi,A6,2016,2,Automatic,84078,Diesel,61.4,18350
Audi,A3,2018,1.6,Manual,31675,Diesel,68.9,15590
Audi,Q7,2016,3,Semi-Auto,42968,Diesel,47.9,12500
Audi,A1,2016,1.4,Manual,42968,Petrol,58.9,12500
Audi,A1,2018,1.4,Manual,29155,Petrol,57.7,12500
Audi,Q3,2016,1.4,Semi-Auto,19253,Petrol,47.9,18000
Audi,A3,2016,1.4,Manual,55877,Petrol,57.6,14500
Audi,A3,2018,1.6,Semi-Auto,49150,Diesel,70.6,16995
Audi,A3,2015,2,Manual,116501,Diesel,68.9,13795
Audi,A6,2017,2,Semi-Auto,84991,Diesel,64.2,19995
Audi,A6,2015,3,Semi-Auto,112997,Diesel,54.3,18990
Audi,A3,2017,2,Manual,34814,Diesel,67.3,15795
Audi,Q3,2014,2,Manual,83678,Diesel,54.3,12595
Audi,Q3,2016,2,Semi-Auto,46651,Diesel,50.4,20495
Audi,A6,2018,3,Manual,48,Diesel,39.2,37995
Audi,Q5,2019,2,Automatic,11413,Diesel,38.2,35995
Audi,Q2,2020,2,Semi-Auto,3112,Petrol,32.5,35495
Audi,A4,2019,2,Semi-Auto,7575,Diesel,49.6,28995
Audi,Q3,2019,2,Automatic,6925,Diesel,37.7,38995
Audi,Q2,2017,1.4,Manual,14893,Petrol,52.3,19495
Audi,Q3,2018,1.5,Automatic,18347,Petrol,38.2,27995
Audi,A1,2019,1,Semi-Auto,3141,Petrol,44.1,23995
Audi,A6,2019,3,Semi-Auto,12969,Diesel,37.7,41995
Audi,A6,2018,2,Semi-Auto,11931,Diesel,47.9,31700
Audi,A8,2018,3,Automatic,15697,Petrol,37.7,42000
Audi,A5,2018,3,Automatic,14645,Diesel,51.4,33500
Audi,Q5,2018,2,Automatic,9657,Diesel,38.2,31000
Audi,Q7,2018,3,Automatic,10605,Diesel,33.2,45000
Audi,Q2,2019,1.6,Manual,1609,Diesel,49.6,22495
Audi,A3,2019,1.5,Automatic,8769,Petrol,44.8,21995
Audi,Q2,2019,2,Automatic,1609,Diesel,46.3,29809
Audi,A5,2019,2,Automatic,1609,Petrol,40.4,31995
Audi,A4,2016,2,Manual,37966,Petrol,48.7,18000
Audi,Q7,2018,4,Automatic,18856,Diesel,39.2,55500
Audi,Q5,2019,2,Automatic,5125,Diesel,39.2,31500
Audi,Q5,2019,2,Automatic,14069,Diesel,39.2,30995
Audi,A6,2019,2,Automatic,383,Diesel,47.9,32250
Audi,A5,2019,2,Automatic,7551,Diesel,47.1,31695
Audi,Q3,2016,2,Manual,45351,Diesel,52.3,19000
Audi,Q3,2016,2,Semi-Auto,59533,Diesel,54.3,16995
Audi,A1,2017,1.4,Manual,21810,Petrol,55.4,14695
Audi,Q5,2016,3,Semi-Auto,49929,Diesel,42.2,31495
Audi,Q3,2016,2,Manual,55511,Diesel,49.6,17395
Audi,Q5,2019,2,Semi-Auto,10317,Diesel,39.2,33995
Audi,A3,2017,1.4,Manual,23331,Petrol,60.1,17500
Audi,A1,2017,1.6,Manual,39995,Diesel,76.3,11495
Audi,A6,2019,2,Automatic,3852,Diesel,50.4,32494
Audi,Q5,2019,2,Automatic,1609,Diesel,39.2,36202
Audi,Q5,2019,2,Automatic,1609,Diesel,38.2,37395
Audi,A6,2019,2,Automatic,1609,Diesel,50.4,31000
Audi,A8,2018,3,Automatic,16566,Diesel,50.4,37000
Audi,A3,2018,1.5,Automatic,10666,Petrol,42.2,20000
Audi,A4,2019,2,Manual,10890,Diesel,74.3,26495
Audi,A4,2019,2,Automatic,8629,Petrol,39.8,23995
Audi,A7,2019,3,Automatic,6899,Diesel,38.2,42500
Audi,A3,2014,2,Semi-Auto,141801,Diesel,64.2,7898
Audi,Q7,2017,4,Automatic,28845,Diesel,39.2,50000
Audi,A5,2019,2,Semi-Auto,10381,Petrol,40.4,29000
Audi,A7,2019,3,Automatic,9834,Diesel,38.7,41495
Audi,A4,2019,2,Semi-Auto,11982,Diesel,47.9,25995
Audi,Q5,2019,2,Automatic,6961,Diesel,38.2,35995
Audi,Q7,2019,3,Automatic,8943,Diesel,33.6,49995
Audi,A6,2019,2,Automatic,3874,Diesel,50.4,31500
Audi,Q2,2019,1.5,Manual,7128,Petrol,40.9,23995
Audi,Q2,2019,1.6,Manual,1609,Diesel,49.6,23374
Audi,Q2,2019,1.6,Manual,1609,Diesel,49.6,22495
Audi,A1,2016,1,Manual,12872,Petrol,67.3,11495
Audi,A4,2017,2,Semi-Auto,48085,Diesel,65.7,19995
Audi,A3,2017,1.6,Manual,22783,Diesel,68.9,17695
Audi,A5,2019,2,Semi-Auto,34561,Diesel,48.7,27995
Audi,A6,2019,3,Automatic,10629,Diesel,36.2,46000
Audi,Q3,2017,2,Semi-Auto,19545,Petrol,40.4,23998
Audi,A3,2017,1.4,Manual,48267,Petrol,61.4,12798
Audi,Q3,2016,1.4,Semi-Auto,35668,Petrol,47.9,17698
Audi,A1,2016,1,Manual,39005,Petrol,67.3,10998
Audi,A3,2017,1.5,Semi-Auto,29588,Petrol,57.7,19698
Audi,A6,2016,2,Manual,51100,Diesel,61.4,17298
Audi,A4,2019,2,Semi-Auto,20680,Petrol,38.2,24998
Audi,A4,2019,2,Semi-Auto,20931,Petrol,38.2,24998
Audi,Q2,2019,2,Semi-Auto,27,Diesel,46.3,25998
Audi,A5,2015,2,Manual,51689,Diesel,57.6,14998
Audi,TT,2015,2,Manual,28022,Diesel,67.3,15998
Audi,A5,2017,2,Semi-Auto,43522,Diesel,67.3,19498
Audi,Q3,2014,2,Manual,131740,Diesel,49.6,11950
Audi,Q3,2016,1.4,Manual,44556,Petrol,49.6,16998
Audi,Q3,2015,2,Manual,57033,Diesel,54.3,13995
Audi,A6,2015,2,Semi-Auto,72405,Diesel,64.2,16995
Audi,Q2,2018,2,Semi-Auto,10735,Diesel,57.7,22590
Audi,Q2,2018,1.4,Manual,16098,Petrol,50.4,20498
Audi,A4,2019,2,Manual,3329,Petrol,41.5,18998
Audi,A5,2019,2,Semi-Auto,39594,Petrol,39.8,25998
Audi,A3,2017,1.4,Manual,57974,Petrol,60.1,16495
Audi,A1,2017,1.4,Manual,46262,Petrol,58.9,13998
Audi,A1,2014,1.4,Manual,94289,Petrol,52.3,8498
Audi,A3,2017,1.5,Manual,33971,Petrol,55.4,19998
Audi,Q3,2015,2,Manual,106270,Diesel,55.4,13998
Audi,A6,2016,2,Semi-Auto,39268,Diesel,64.2,17498
Audi,A6,2015,2,Manual,69498,Diesel,65.7,14995
Audi,Q2,2017,1.4,Manual,36008,Petrol,52.3,16500
Audi,A6,2014,3,Semi-Auto,58283,Diesel,44.8,18498
Audi,TT,2016,2,Manual,63222,Diesel,62.8,14998
Audi,A8,2018,3,Semi-Auto,21741,Diesel,50.4,33498
Audi,A1,2015,1,Manual,98461,Petrol,67.3,9698
Audi,A4,2017,2,Manual,94400,Diesel,74.3,14849
Audi,A1,2016,1,Manual,59454,Petrol,67.3,10994
Audi,A3,2014,1.4,Manual,55108,Petrol,55.4,10202
Audi,A4,2016,2,Manual,52793,Diesel,74.3,15495
Audi,A6,2017,2,Semi-Auto,51234,Diesel,58.9,22695
Audi,A1,2016,1.4,Manual,35998,Petrol,55.4,11695
Audi,Q3,2017,2,Manual,55699,Diesel,60.1,17495
Audi,Q3,2015,2,Manual,77337,Diesel,55.4,14495
Audi,A4,2017,2,Semi-Auto,43044,Diesel,64.2,17795
Audi,Q2,2018,1.4,Manual,19791,Petrol,52.3,18695
Audi,A6,2016,2,Semi-Auto,38616,Diesel,61.4,20000
Audi,TT,2015,2,Manual,98809,Diesel,62.8,13998
Audi,A6,2015,2,Semi-Auto,92180,Diesel,61.4,17498
Audi,Q2,2017,1,Manual,29034,Petrol,55.4,16495
Audi,A3,2017,1.6,Semi-Auto,21789,Diesel,72.4,15498
Audi,Q5,2016,3,Semi-Auto,62233,Diesel,42.2,29998
Audi,A5,2017,2,Semi-Auto,31549,Diesel,62.8,21498
Audi,Q3,2019,2,Automatic,14238,Diesel,47.1,29695
Audi,A1,2015,1.4,Manual,22291,Petrol,55.4,10995
Audi,A1,2017,1,Manual,59744,Petrol,67.3,10495
