Make,Model,Build Year,Engine Size,Transmission,Mileage [km],Fuel,Fuel efficiency,Price [EUR]
BMW,3 Series,2014,2,Semi-Auto,65969,Diesel,62.8,12331
BMW,X1,2019,2,Automatic,2845,Diesel,65.7,25680
BMW,Z4,2019,2,Automatic,3540,Petrol,37.2,31600
BMW,X1,2017,2,Semi-Auto,33680,Diesel,65.7,17861
BMW,2 Series,2018,2,Semi-Auto,25956,Diesel,64.2,16932
BMW,X3,2019,2,Semi-Auto,16141,Diesel,54.3,34454
BMW,1 Series,2019,2,Semi-Auto,9654,Petrol,34.5,31791
BMW,2 Series,2018,3,Semi-Auto,8351,Petrol,32.5,24461
BMW,X2,2019,2,Semi-Auto,11580,Petrol,34,36981
BMW,5 Series,2019,2,Semi-Auto,10058,Petrol,50.4,28370
BMW,3 Series,2019,2,Automatic,7562,Diesel,52.3,32050
BMW,1 Series,2019,2,Automatic,8600,Petrol,34.5,30900
BMW,3 Series,2019,3,Automatic,7771,Diesel,43.5,41490
BMW,X3,2019,3,Semi-Auto,7434,Petrol,24.8,56322
BMW,M4,2019,3,Automatic,1347,Petrol,34,49010
BMW,X5,2020,3,Semi-Auto,198,Diesel,37.7,62991
BMW,3 Series,2020,2,Semi-Auto,212,Diesel,52.3,38991
BMW,X1,2020,2,Semi-Auto,1287,Diesel,60.1,36991
BMW,6 Series,2020,2,Semi-Auto,198,Diesel,42.2,44991
BMW,3 Series,2015,2,Automatic,53628,Diesel,60.1,13960
BMW,X3,2017,2,Automatic,79002,Diesel,54.3,19950
BMW,1 Series,2017,1.5,Manual,15474,Petrol,53.3,13720
BMW,X2,2020,2,Semi-Auto,1126,Petrol,34,39991
BMW,6 Series,2017,3,Semi-Auto,5706,Diesel,48.7,32023
BMW,5 Series,2018,3,Semi-Auto,14915,Petrol,39.2,36162
BMW,X1,2019,2,Automatic,5144,Diesel,65.7,26020
BMW,4 Series,2019,2,Semi-Auto,9223,Diesel,60.1,29920
BMW,4 Series,2019,2,Semi-Auto,11879,Petrol,48.7,27970
BMW,1 Series,2015,1.5,Automatic,43530,Diesel,72.4,11295
BMW,X5,2017,3,Automatic,17561,Diesel,42.8,40162
BMW,X1,2018,2,Semi-Auto,22687,Diesel,60.1,22512
BMW,Z4,2020,2,Semi-Auto,325,Petrol,37.2,39991
BMW,8 Series,2020,3,Semi-Auto,674,Petrol,33.2,69991
BMW,8 Series,2020,3,Semi-Auto,198,Petrol,33.2,66991
BMW,X2,2019,2,Manual,13033,Diesel,53.3,23633
BMW,2 Series,2019,2,Semi-Auto,1778,Diesel,52.3,23872
BMW,2 Series,2019,1.5,Manual,16,Petrol,52.3,23242
BMW,2 Series,2019,2,Semi-Auto,12904,Diesel,65.7,22753
BMW,2 Series,2019,2,Semi-Auto,198,Diesel,49.6,23722
BMW,3 Series,2019,2,Semi-Auto,1641,Diesel,52.3,29822
BMW,1 Series,2019,2,Semi-Auto,6022,Petrol,34.5,29450
BMW,1 Series,2019,1.5,Semi-Auto,8850,Petrol,54.3,20172
BMW,3 Series,2013,2,Semi-Auto,44415,Petrol,43.5,14671
BMW,M5,2018,4.4,Automatic,9422,Petrol,26.9,61792
BMW,2 Series,2017,2,Semi-Auto,23234,Diesel,64.2,18490
BMW,X3,2019,2,Semi-Auto,7969,Petrol,30.4,32950
BMW,3 Series,2016,2,Semi-Auto,68106,Diesel,62.8,15290
BMW,X3,2016,2,Manual,97848,Diesel,52.3,15495
BMW,X1,2016,2,Automatic,69951,Diesel,57.6,17450
BMW,X1,2017,2,Semi-Auto,42235,Petrol,44.8,18995
BMW,1 Series,2018,1.5,Manual,12792,Petrol,37.7,15495
BMW,4 Series,2017,3,Semi-Auto,35218,Diesel,55.4,19995
BMW,X1,2017,2,Semi-Auto,37646,Diesel,57.6,19495
BMW,X1,2016,2,Semi-Auto,28325,Diesel,60.1,18995
BMW,2 Series,2016,2,Semi-Auto,90120,Diesel,57.6,14995
BMW,3 Series,2019,2,Semi-Auto,19702,Petrol,47.9,21991
BMW,5 Series,2018,2,Semi-Auto,24545,Hybrid,156.9,25995
BMW,1 Series,2017,2,Manual,20299,Diesel,65.7,14650
BMW,X1,2017,2,Automatic,55092,Diesel,57.6,19540
BMW,2 Series,2016,1.5,Semi-Auto,45503,Petrol,53.3,16110
BMW,3 Series,2016,2,Manual,56653,Diesel,64.2,14504
BMW,3 Series,2016,1.5,Manual,35446,Petrol,49.6,13987
BMW,1 Series,2016,1.5,Manual,15223,Diesel,70.6,14652
BMW,3 Series,2016,3,Semi-Auto,46001,Diesel,56.5,17640
BMW,5 Series,2017,2,Semi-Auto,58807,Diesel,65.7,22490
BMW,i3,2017,0,Automatic,42058,Hybrid,470.8,21490
BMW,X3,2016,2,Semi-Auto,55229,Diesel,54.3,19990
BMW,5 Series,2017,2,Automatic,44640,Diesel,60.1,21790
BMW,2 Series,2019,1.5,Automatic,13437,Hybrid,148.7,21990
BMW,X5,2019,3,Automatic,16,Diesel,37.7,52990
BMW,2 Series,2019,1.5,Automatic,18141,Hybrid,148.7,22450
BMW,2 Series,2019,2,Automatic,9347,Diesel,51.4,19490
BMW,1 Series,2019,2,Semi-Auto,2544,Diesel,74.3,22890
BMW,1 Series,2019,1.5,Semi-Auto,2478,Diesel,78.5,21990
BMW,X2,2020,2,Semi-Auto,8,Petrol,39.8,31990
BMW,2 Series,2016,1.5,Manual,58942,Diesel,74.3,12950
BMW,X2,2018,2,Semi-Auto,17051,Diesel,58.9,25490
BMW,4 Series,2019,2,Manual,13080,Petrol,46.3,24888
BMW,X4,2020,3,Semi-Auto,1607,Diesel,37.2,46995
BMW,X5,2018,2,Automatic,42006,Hybrid,85.6,34995
BMW,2 Series,2016,2,Semi-Auto,44391,Diesel,62.8,16990
BMW,3 Series,2019,2,Automatic,15849,Diesel,52.3,31990
BMW,3 Series,2019,2,Automatic,11665,Diesel,49.6,34990
BMW,2 Series,2019,2,Automatic,8045,Diesel,48.7,25950
BMW,3 Series,2019,2,Automatic,12378,Diesel,52.3,31995
BMW,X1,2016,2,Manual,48270,Diesel,68.9,14995
BMW,X1,2019,2,Manual,1607,Diesel,68.9,28383
BMW,X6,2019,3,Automatic,16462,Diesel,44.8,42888
BMW,4 Series,2019,2,Automatic,5324,Diesel,60.1,30888
BMW,1 Series,2018,3,Semi-Auto,20172,Petrol,39.8,22995
BMW,Z4,2019,3,Automatic,7081,Petrol,33.2,43995
BMW,5 Series,2014,2,Semi-Auto,65510,Diesel,62.8,14790
BMW,3 Series,2017,2,Manual,56698,Diesel,64.2,15790
BMW,X1,2017,2,Automatic,30716,Diesel,65.7,19490
BMW,2 Series,2017,3,Semi-Auto,40584,Petrol,39.8,21890
BMW,7 Series,2017,4.4,Semi-Auto,46658,Petrol,35.3,33990
BMW,3 Series,2019,2,Automatic,8384,Diesel,52.3,29890
BMW,3 Series,2019,2,Automatic,8,Petrol,42.2,31990
BMW,2 Series,2020,2,Semi-Auto,8,Diesel,67.3,28995
BMW,5 Series,2017,2,Semi-Auto,41837,Diesel,68.9,22490
BMW,2 Series,2020,2,Semi-Auto,8,Petrol,50.4,28490
BMW,1 Series,2020,2,Semi-Auto,11054,Diesel,48.7,32990
BMW,X1,2020,1.5,Semi-Auto,3187,Petrol,46.3,28990
BMW,4 Series,2019,2,Automatic,12550,Petrol,44.8,31990
BMW,2 Series,2019,1.5,Automatic,10137,Hybrid,113,29990
BMW,X2,2019,2,Automatic,9220,Petrol,34,34490
BMW,X1,2017,2,Semi-Auto,51488,Diesel,57.6,19990
BMW,3 Series,2018,2,Semi-Auto,13557,Petrol,48.7,21990
BMW,4 Series,2018,2,Semi-Auto,33163,Diesel,60.1,21990
BMW,3 Series,2019,2,Semi-Auto,12206,Petrol,41.5,30950
BMW,X3,2020,3,Semi-Auto,193,Diesel,48.7,45991
BMW,X2,2019,2,Semi-Auto,7236,Petrol,34,36981
BMW,3 Series,2014,3,Semi-Auto,102686,Diesel,49.6,14882
BMW,3 Series,2019,2,Automatic,10286,Diesel,52.3,35990
BMW,3 Series,2019,2,Automatic,11805,Diesel,52.3,29990
BMW,1 Series,2019,2,Automatic,15445,Petrol,34.5,33990
BMW,3 Series,2019,2,Automatic,15916,Diesel,48.7,32990
BMW,1 Series,2019,2,Automatic,7916,Petrol,34.5,31990
BMW,3 Series,2019,3,Automatic,14393,Diesel,43.5,39390
BMW,4 Series,2019,3,Automatic,15924,Diesel,53.3,30990
BMW,4 Series,2020,2,Semi-Auto,11,Petrol,48.7,26990
BMW,3 Series,2020,2,Semi-Auto,6597,Petrol,41.5,34990
BMW,1 Series,2017,2,Manual,24888,Petrol,46.3,16790
BMW,3 Series,2020,2,Semi-Auto,3982,Petrol,40.4,36990
BMW,X5,2017,3,Automatic,43514,Diesel,47.1,34990
BMW,1 Series,2020,2,Semi-Auto,8,Diesel,48.7,32995
BMW,3 Series,2014,2,Manual,61142,Diesel,61.4,13441
BMW,3 Series,2014,2,Semi-Auto,107803,Diesel,58.9,14522
BMW,2 Series,2016,1.5,Manual,85610,Diesel,68.9,13522
BMW,X3,2016,2,Semi-Auto,61929,Diesel,54.3,20931
BMW,2 Series,2019,1.5,Manual,198,Petrol,42.8,19870
BMW,X3,2019,2,Semi-Auto,9654,Petrol,30.4,34882
BMW,2 Series,2017,2,Semi-Auto,40220,Diesel,68.9,14690
BMW,1 Series,2015,2,Manual,99237,Diesel,70.6,10690
BMW,3 Series,2019,3,Semi-Auto,15443,Diesel,47.9,33990
BMW,1 Series,2019,1.5,Manual,8790,Petrol,41.5,22890
BMW,1 Series,2019,1.5,Manual,9400,Petrol,41.5,22890
BMW,1 Series,2019,1.5,Manual,18513,Petrol,41.5,22890
BMW,X5,2019,3,Semi-Auto,15458,Petrol,27.2,51990
BMW,X1,2019,2,Semi-Auto,9239,Petrol,48.7,27490
BMW,X3,2019,2,Semi-Auto,5294,Diesel,54.3,38950
BMW,1 Series,2019,1.5,Manual,12520,Petrol,41.5,22500
BMW,3 Series,2019,3,Automatic,2584,Petrol,34.9,42995
BMW,5 Series,2020,2,Semi-Auto,1607,Hybrid,49.6,30995
BMW,X3,2020,2,Semi-Auto,7036,Diesel,54.3,35995
BMW,4 Series,2020,2,Semi-Auto,4804,Diesel,65.7,26750
BMW,2 Series,2020,1.5,Semi-Auto,1747,Petrol,42.2,27500
BMW,X1,2019,2,Semi-Auto,3862,Diesel,60.1,26000
BMW,1 Series,2019,1.5,Manual,7432,Petrol,44.1,20750
BMW,3 Series,2019,3,Semi-Auto,13670,Diesel,47.9,33250
BMW,2 Series,2020,1.5,Automatic,9245,Petrol,42.2,19500
BMW,1 Series,2016,1.5,Manual,29561,Petrol,52.3,14250
BMW,X3,2019,3,Semi-Auto,12072,Petrol,34.5,36500
BMW,3 Series,2015,2,Semi-Auto,72712,Diesel,58.9,12999
BMW,1 Series,2017,1.5,Manual,64383,Diesel,70.6,13888
BMW,3 Series,2019,2,Automatic,21136,Petrol,42.2,32888
BMW,5 Series,2019,2,Automatic,1525,Diesel,55.4,34888
BMW,1 Series,2019,2,Automatic,1607,Diesel,48.7,28888
BMW,X6,2020,3,Semi-Auto,1607,Diesel,34.9,69995
BMW,3 Series,2019,2,Manual,3948,Diesel,54.3,29888
BMW,4 Series,2019,2,Manual,1607,Petrol,46.3,29888
BMW,2 Series,2016,1.5,Manual,43255,Petrol,52.3,11495
BMW,6 Series,2016,3,Semi-Auto,34841,Diesel,49.6,22990
BMW,1 Series,2016,1.5,Manual,51488,Diesel,72.4,11725
BMW,X1,2017,2,Automatic,40386,Diesel,57.6,21500
BMW,2 Series,2016,1.5,Manual,117280,Petrol,53.3,10400
BMW,3 Series,2019,2,Semi-Auto,4431,Diesel,52.3,26450
BMW,3 Series,2019,2,Semi-Auto,12053,Petrol,41.5,27450
BMW,1 Series,2019,2,Semi-Auto,10613,Diesel,51.4,25990
BMW,X1,2015,2,Semi-Auto,16505,Diesel,65.7,17990
BMW,X1,2017,2,Semi-Auto,1707,Petrol,44.8,23990
BMW,M3,2019,3,Semi-Auto,9585,Petrol,33.2,62995
BMW,1 Series,2017,2,Automatic,33612,Diesel,68.9,15888
BMW,3 Series,2020,2,Semi-Auto,1586,Diesel,50.4,31000
BMW,3 Series,2020,2,Semi-Auto,3195,Petrol,40.4,35000
BMW,1 Series,2017,3,Semi-Auto,68635,Petrol,39.8,19000
BMW,X5,2019,3,Semi-Auto,16,Diesel,37.7,51500
BMW,4 Series,2019,2,Semi-Auto,7469,Petrol,45.6,24750
BMW,2 Series,2017,2,Semi-Auto,37609,Diesel,65.7,16250
BMW,3 Series,2018,2,Semi-Auto,65094,Diesel,64.2,17995
BMW,3 Series,2019,2,Automatic,3633,Diesel,62.8,25888
BMW,X5,2019,3,Automatic,1607,Diesel,37.7,47995
BMW,1 Series,2019,1.5,Automatic,1607,Petrol,55.5,17888
BMW,4 Series,2019,2,Automatic,5501,Diesel,60.1,28888
BMW,4 Series,2014,2,Manual,61142,Diesel,57.6,15888
BMW,3 Series,2018,3,Semi-Auto,11742,Diesel,51.4,24888
BMW,X6,2020,3,Automatic,12045,Diesel,34.9,56000
BMW,X2,2020,2,Semi-Auto,6413,Petrol,34,33000
BMW,3 Series,2020,3,Semi-Auto,8022,Diesel,47.9,34000
BMW,2 Series,2020,2,Semi-Auto,4804,Petrol,36.2,34000
BMW,i3,2017,0,Automatic,38589,Hybrid,470.8,19000
BMW,X1,2020,2,Automatic,1609,Diesel,47.9,26750
BMW,M2,2019,3,Manual,7295,Petrol,28.5,46000
BMW,5 Series,2017,3,Automatic,30051,Diesel,60.1,25000
BMW,X1,2019,1.5,Manual,17504,Petrol,39.8,22750
BMW,5 Series,2019,2,Semi-Auto,14470,Hybrid,156.9,30500
BMW,X1,2016,2,Semi-Auto,30587,Diesel,57.6,20500
BMW,3 Series,2019,2,Semi-Auto,6943,Petrol,42.2,26000
BMW,X1,2017,2,Semi-Auto,38857,Diesel,57.6,20000
BMW,3 Series,2019,2,Semi-Auto,8621,Diesel,52.3,26000
BMW,3 Series,2017,2,Semi-Auto,62140,Diesel,64.2,16500
BMW,X3,2019,2,Semi-Auto,7057,Diesel,54.3,32250
BMW,5 Series,2015,3,Automatic,125043,Diesel,52.3,13686
BMW,2 Series,2018,2,Semi-Auto,69045,Petrol,47.9,20952
BMW,4 Series,2014,3,Semi-Auto,80040,Diesel,50.4,18062
BMW,X1,2018,2,Semi-Auto,40320,Diesel,60.1,19921
BMW,1 Series,2019,1.5,Manual,9158,Petrol,44.1,20750
BMW,X1,2019,1.5,Manual,13775,Petrol,39.8,23000
BMW,5 Series,2019,3,Semi-Auto,2373,Petrol,39.2,36500
BMW,1 Series,2019,1.5,Manual,8407,Petrol,44.1,20750
BMW,1 Series,2019,1.5,Manual,11038,Petrol,44.1,20750
BMW,1 Series,2020,2,Semi-Auto,241,Diesel,51.4,27840
BMW,4 Series,2019,2,Manual,6101,Diesel,62.8,32440
BMW,2 Series,2020,2,Semi-Auto,3897,Petrol,36.2,36840
BMW,4 Series,2020,3,Semi-Auto,243,Diesel,47.9,39250
BMW,1 Series,2013,1.6,Semi-Auto,74720,Petrol,48.7,10991
BMW,4 Series,2017,2,Automatic,29604,Diesel,64.2,19350
BMW,3 Series,2017,2,Semi-Auto,50066,Hybrid,134.5,18391
BMW,X2,2018,2,Semi-Auto,26883,Petrol,38.7,22111
BMW,3 Series,2019,2,Semi-Auto,6840,Petrol,42.2,29464
BMW,X2,2019,2,Semi-Auto,18618,Petrol,34,32130
BMW,1 Series,2019,2,Semi-Auto,16346,Petrol,34.5,30420
BMW,X3,2019,3,Automatic,5418,Petrol,24.8,55610
BMW,3 Series,2017,2,Manual,46178,Petrol,47.9,16995
BMW,1 Series,2017,2,Manual,22013,Diesel,65.7,14500
BMW,2 Series,2019,1.5,Manual,7762,Petrol,52.3,19495
BMW,2 Series,2019,1.5,Manual,12771,Petrol,54.3,19495
BMW,X1,2017,2,Semi-Auto,36421,Petrol,44.8,20722
BMW,2 Series,2019,2,Semi-Auto,4125,Diesel,67.3,28630
BMW,X1,2019,2,Semi-Auto,7232,Petrol,38.2,25730
BMW,X6,2015,3,Semi-Auto,98036,Diesel,47.1,26462
BMW,1 Series,2014,1.6,Manual,47079,Petrol,50.4,10462
BMW,1 Series,2016,2,Manual,68305,Diesel,62.8,14881
BMW,X1,2017,2,Semi-Auto,30249,Diesel,60.1,19721
BMW,X5,2016,3,Automatic,144289,Diesel,47.1,23912
BMW,i3,2014,0,Automatic,59792,Hybrid,470.8,14182
BMW,X6,2019,3,Semi-Auto,1609,Diesel,34.9,61854
BMW,X1,2019,2,Semi-Auto,11451,Diesel,60.1,25843
BMW,3 Series,2015,2,Automatic,73868,Diesel,62.8,14982
BMW,X5,2019,3,Semi-Auto,6436,Diesel,37.7,52004
BMW,4 Series,2016,2,Semi-Auto,49828,Petrol,44.1,19841
BMW,X5,2019,3,Semi-Auto,16,Diesel,37.7,52990
BMW,1 Series,2019,1.5,Manual,17582,Petrol,41.5,22890
BMW,X2,2018,2,Semi-Auto,21154,Diesel,58.9,24495
BMW,5 Series,2015,2,Semi-Auto,69208,Diesel,62.8,15499
BMW,X5,2016,3,Automatic,69192,Diesel,47.1,28140
BMW,X1,2017,2,Semi-Auto,39926,Diesel,55.4,21500
BMW,X6,2016,3,Semi-Auto,47000,Diesel,47.1,20950
BMW,X5,2014,3,Automatic,143201,Diesel,45.6,20450
BMW,4 Series,2016,3,Semi-Auto,54329,Petrol,41.5,22652
BMW,5 Series,2017,2,Semi-Auto,37160,Diesel,60.1,23941
BMW,2 Series,2015,2,Semi-Auto,21950,Diesel,57.6,18012
BMW,2 Series,2015,2,Manual,40680,Petrol,47.9,13881
BMW,3 Series,2019,2,Manual,12690,Diesel,54.3,27555
BMW,X5,2019,3,Semi-Auto,9665,Diesel,33.6,55990
BMW,X2,2019,2,Semi-Auto,2645,Petrol,36.2,29343
BMW,3 Series,2013,2,Manual,126873,Diesel,62.8,11072
BMW,3 Series,2015,3,Semi-Auto,37816,Diesel,51.4,19641
BMW,X1,2019,2,Automatic,6806,Diesel,60.1,25916
BMW,2 Series,2019,2,Automatic,12727,Diesel,64.2,21876
BMW,4 Series,2016,2,Automatic,52798,Petrol,48.7,18536
BMW,M4,2019,3,Automatic,232,Petrol,34,41986
BMW,X5,2019,3,Semi-Auto,16,Diesel,37.7,52990
BMW,X5,2019,3,Semi-Auto,13646,Diesel,37.7,47990
BMW,2 Series,2019,2,Semi-Auto,11807,Petrol,47.9,24690
BMW,X5,2019,3,Semi-Auto,26,Diesel,37.7,53850
BMW,4 Series,2016,2,Semi-Auto,57763,Diesel,60.1,19990
BMW,3 Series,2017,2,Semi-Auto,57924,Hybrid,134.5,20990
BMW,4 Series,2020,2,Manual,243,Diesel,62.8,27669
BMW,X5,2015,3,Automatic,57203,Diesel,47.1,29241
BMW,2 Series,2016,2,Semi-Auto,32790,Diesel,60.1,17965
BMW,3 Series,2014,2,Manual,156371,Diesel,65.7,9942
BMW,3 Series,2015,2,Semi-Auto,79478,Petrol,44.1,16641
BMW,3 Series,2019,2,Semi-Auto,10183,Diesel,55.4,21444
BMW,5 Series,2019,2,Semi-Auto,13290,Hybrid,156.9,32600
BMW,3 Series,2019,2,Semi-Auto,11456,Petrol,47.9,26500
BMW,3 Series,2018,2,Manual,11263,Diesel,67.3,16999
BMW,3 Series,2019,2,Automatic,18795,Diesel,52.3,28999
BMW,4 Series,2019,2,Automatic,12201,Diesel,60.1,30140
BMW,3 Series,2019,2,Semi-Auto,9664,Diesel,49.6,34700
BMW,4 Series,2019,3,Automatic,6919,Diesel,53.3,31210
BMW,X1,2019,2,Automatic,15742,Diesel,60.1,24850
BMW,3 Series,2019,2,Automatic,18904,Diesel,62.8,18999
BMW,1 Series,2019,2,Manual,15207,Diesel,68.9,16555
BMW,1 Series,2019,2,Automatic,1609,Diesel,70.6,18999
BMW,X6,2019,3,Semi-Auto,20917,Diesel,44.8,41780
BMW,4 Series,2019,3,Automatic,9146,Petrol,41.5,29582
BMW,4 Series,2019,2,Manual,177,Petrol,46.3,27700
BMW,1 Series,2017,1.5,Automatic,34594,Diesel,72.4,14445
BMW,X3,2019,3,Automatic,805,Petrol,24.8,54999
BMW,M2,2019,3,Semi-Auto,7931,Petrol,29.1,44500
BMW,i3,2017,0,Automatic,17538,Hybrid,470.8,21500
BMW,X1,2016,2,Automatic,43443,Diesel,55.4,18500
BMW,3 Series,2015,3,Automatic,70796,Diesel,56.5,14995
BMW,M4,2017,3,Semi-Auto,14827,Petrol,34,35352
BMW,X2,2019,2,Automatic,2520,Diesel,58.9,35470
BMW,1 Series,2016,2,Semi-Auto,60745,Diesel,67.3,15500
BMW,5 Series,2017,3,Semi-Auto,70045,Diesel,53.3,26000
BMW,Z4,2020,3,Semi-Auto,2898,Petrol,33.2,44300
BMW,M4,2018,3,Semi-Auto,17392,Petrol,34,39999
BMW,5 Series,2018,2,Semi-Auto,27950,Diesel,62.8,24999
BMW,3 Series,2019,2,Automatic,14825,Diesel,52.3,27999
BMW,5 Series,2019,2,Automatic,20917,Petrol,47.9,28999
BMW,X3,2019,2,Semi-Auto,5845,Petrol,30.4,33790
BMW,X4,2019,3,Semi-Auto,13701,Petrol,26.9,42550
BMW,M2,2019,3,Automatic,9081,Petrol,29.1,42110
BMW,2 Series,2019,1.5,Manual,9146,Petrol,42.8,20860
BMW,2 Series,2019,1.5,Manual,6425,Petrol,42.8,20850
BMW,2 Series,2019,2,Semi-Auto,8101,Diesel,49.6,23150
BMW,2 Series,2019,2,Manual,3504,Diesel,51.4,20950
BMW,3 Series,2020,3,Automatic,6919,Petrol,33.6,41995
BMW,3 Series,2019,2,Automatic,19538,Diesel,52.3,29999
BMW,X3,2019,2,Automatic,20553,Diesel,54.3,34999
BMW,2 Series,2019,2,Automatic,177,Diesel,64.2,27995
BMW,5 Series,2019,2,Automatic,12985,Diesel,65.7,26888
BMW,4 Series,2019,2,Manual,177,Petrol,46.3,26995
BMW,2 Series,2019,2,Automatic,15665,Petrol,50.4,20555
BMW,2 Series,2019,2,Automatic,60,Petrol,47.9,20999
BMW,M3,2017,3,Automatic,6153,Petrol,34,53995
BMW,X3,2019,2,Automatic,9931,Diesel,54.3,31436
BMW,4 Series,2019,2,Automatic,15800,Petrol,45.6,22680
BMW,3 Series,2019,3,Automatic,9525,Diesel,47.9,35150
BMW,M5,2019,4.4,Semi-Auto,887,Petrol,24.1,81140
BMW,X1,2019,2,Semi-Auto,4610,Diesel,36.7,31280
BMW,X2,2019,2,Automatic,6206,Petrol,39.2,32740
BMW,3 Series,2019,2,Automatic,7080,Diesel,52.3,31630
BMW,X6,2019,3,Semi-Auto,4053,Petrol,26.4,66750
BMW,3 Series,2019,2,Semi-Auto,13923,Petrol,46.3,28000
BMW,X5,2019,3,Semi-Auto,18,Diesel,37.7,51995
BMW,3 Series,2019,2,Automatic,7109,Diesel,49.6,32999
BMW,4 Series,2019,3,Semi-Auto,9903,Diesel,47.9,31845
BMW,3 Series,2019,2,Semi-Auto,17715,Diesel,54.3,23222
BMW,5 Series,2019,2,Automatic,6333,Petrol,47.9,29999
BMW,2 Series,2019,2,Semi-Auto,7921,Petrol,47.9,20999
BMW,3 Series,2019,2,Automatic,23475,Diesel,52.3,27999
BMW,X5,2019,3,Automatic,159,Diesel,37.7,50900
BMW,X2,2019,2,Automatic,159,Diesel,58.9,38350
BMW,3 Series,2019,2,Manual,1438,Diesel,54.3,31995
BMW,X1,2019,2,Manual,159,Diesel,48.7,27888
BMW,X1,2019,1.5,Manual,159,Petrol,52.3,25999
BMW,X3,2019,2,Automatic,1609,Diesel,54.3,34500
BMW,2 Series,2019,2,Automatic,159,Diesel,47.1,27995
BMW,M4,2019,3,Automatic,159,Petrol,34,45999
BMW,M4,2019,3,Automatic,159,Petrol,34,57800
BMW,5 Series,2019,2,Automatic,1609,Petrol,50.4,29995
BMW,7 Series,2016,3,Semi-Auto,24365,Diesel,52.3,33995
BMW,5 Series,2020,2,Semi-Auto,19,Hybrid,62.8,29990
BMW,3 Series,2020,2,Semi-Auto,16,Diesel,50.4,32995
BMW,X5,2019,3,Automatic,6452,Diesel,33.6,58000
BMW,X3,2019,3,Semi-Auto,7440,Diesel,48.7,36222
BMW,X3,2019,2,Semi-Auto,2090,Diesel,54.3,35600
BMW,5 Series,2019,2,Semi-Auto,6626,Petrol,46.3,33444
BMW,2 Series,2019,1.5,Manual,7279,Petrol,57.6,20999
BMW,1 Series,2019,1.5,Semi-Auto,3282,Petrol,43.5,21999
BMW,1 Series,2019,2,Semi-Auto,925,Diesel,62.8,25999
BMW,1 Series,2019,1.5,Manual,639,Petrol,44.1,22222
BMW,2 Series,2018,2,Automatic,409,Petrol,38.2,18999
BMW,4 Series,2019,2,Semi-Auto,1609,Diesel,65.7,28999
BMW,X5,2019,3,Automatic,8,Hybrid,188.3,73000
BMW,3 Series,2019,2,Automatic,8101,Diesel,50.4,29555
BMW,4 Series,2019,2,Manual,177,Diesel,55.4,31995
BMW,X1,2019,2,Automatic,1770,Diesel,60.1,25999
BMW,4 Series,2019,2,Automatic,177,Diesel,65.7,35000
BMW,4 Series,2019,2,Automatic,1609,Diesel,60.1,22999
BMW,X3,2019,2,Semi-Auto,7770,Diesel,54.3,32250
BMW,5 Series,2015,2,Semi-Auto,44349,Petrol,46.3,16750
BMW,6 Series,2017,4.4,Automatic,28869,Petrol,32.1,27000
BMW,X1,2017,2,Semi-Auto,30827,Diesel,60.1,19750
BMW,2 Series,2016,2,Semi-Auto,60455,Diesel,55.4,16995
BMW,1 Series,2013,2,Manual,54273,Diesel,68.9,9995
BMW,3 Series,2017,3,Semi-Auto,41097,Diesel,51.4,21995
BMW,X5,2019,3,Semi-Auto,6679,Diesel,37.7,50995
BMW,3 Series,2019,2,Semi-Auto,6846,Diesel,49.6,34995
BMW,3 Series,2019,2,Semi-Auto,9150,Diesel,52.3,25995
BMW,3 Series,2015,2,Semi-Auto,65617,Diesel,61.4,14995
BMW,X3,2019,2,Semi-Auto,9528,Diesel,54.3,36990
BMW,3 Series,2019,2,Manual,5340,Diesel,54.3,27990
BMW,1 Series,2019,1.5,Semi-Auto,2560,Petrol,43.5,21999
BMW,3 Series,2019,2,Automatic,32709,Diesel,48.7,34999
BMW,7 Series,2019,3,Semi-Auto,16901,Petrol,34.5,46999
BMW,X2,2020,2,Semi-Auto,159,Petrol,39.2,32540
BMW,X7,2019,3,Automatic,9540,Diesel,31.4,72500
BMW,3 Series,2016,2,Manual,42328,Petrol,47.9,14999
BMW,3 Series,2018,2,Semi-Auto,68487,Diesel,64.2,18700
BMW,3 Series,2018,3,Semi-Auto,20133,Diesel,51.4,27000
BMW,1 Series,2015,2,Semi-Auto,90104,Diesel,67.3,12295
BMW,X3,2016,2,Semi-Auto,50040,Diesel,54.3,17495
BMW,1 Series,2016,1.5,Semi-Auto,22056,Diesel,68.9,13908
BMW,5 Series,2018,2,Semi-Auto,5836,Hybrid,156.9,27500
BMW,7 Series,2017,2,Semi-Auto,54745,Hybrid,128.4,34000
BMW,3 Series,2017,2,Semi-Auto,15088,Hybrid,134.5,19500
BMW,2 Series,2020,1.5,Automatic,6967,Petrol,42.2,19500
BMW,2 Series,2020,2,Automatic,8747,Diesel,67.3,22000
BMW,2 Series,2020,1.5,Automatic,5828,Petrol,42.2,19500
BMW,8 Series,2020,3,Semi-Auto,1126,Petrol,31.7,59995
BMW,5 Series,2019,2,Automatic,24286,Diesel,65.7,29555
BMW,X5,2019,3,Semi-Auto,19,Diesel,37.7,51990
BMW,Z4,2016,2,Semi-Auto,48029,Petrol,41.5,16500
BMW,3 Series,2018,2,Semi-Auto,21010,Diesel,60.1,21500
BMW,3 Series,2015,2,Manual,37478,Diesel,55.4,15800
